"","ent_mun","year","month","homicides","pop_est","homicide_rate","mun","first_place_raw_votes","second_place_raw_votes","efec","first_place_party","second_place_party","alternation_index","pan_consec_yrs_in_pwr","date","election_year","post_election_avg_rate"
"3176","13058",2008,"11",0,16648.9041882394,0,"TASQUILLO",2838,2388,6997,"prd","pri",1,0,2008-11-01,1,0.619740330246367
"3177","13058",2011,"07",0,16865.2999606214,0,"TASQUILLO",3120,2351,8294,"prd","pri",1,0,2011-07-01,1,1.20250940486688
"3178","13058",2016,"06",0,16866.7259474284,0,"TASQUILLO",2782,1440.71,7273,"prd","pri",1,0,2016-06-01,1,5.00883118727183
"3179","13058",2020,"10",0,16867.8664227075,0,"TASQUILLO",1898,1392,7348,"pri","podemos",2,0,2020-10-01,1,0
"3180","13059",2002,"11",0,30974.8412829656,0,"TECOZAUTLA",3701,2608,9773,"pri","pan",0,0,2002-11-01,1,3.20581201788432
"3181","13059",2005,"11",0,30980.9548583772,0,"TECOZAUTLA",3286,3223,9573,"prd","pri",1,0,2005-11-01,1,3.20505783818043
"3182","13059",2008,"11",0,30987.0712406304,0,"TECOZAUTLA",4835,3261,12658,"pvem","pan",2,0,2008-11-01,1,2.95356594306265
"3183","13059",2011,"07",2,35068.5326112998,67.1956149127245,"TECOZAUTLA",5979,5104,14239,"pvem","pri",2,0,2011-07-01,1,2.92434276779971
"3184","13059",2016,"06",0,35075.8185126418,0,"TECOZAUTLA",10062,2874.43,15371,"pan","pri",3,1,2016-06-01,1,5.20846370033052
"3185","13059",2020,"10",0,35081.6456285213,0,"TECOZAUTLA",2950,2414,16878,"indep2","pan",4,0,2020-10-01,1,0
"3186","13060",2002,"11",0,17175.0366316261,0,"TENANGO DE DORIA",2937,2486,5548,"pri","prd",0,0,2002-11-01,1,8.3693135982565
"3187","13060",2005,"11",0,17175.0828900683,0,"TENANGO DE DORIA",2974,2392,5447,"prd","pri",1,0,2005-11-01,1,7.25893038319076
"3188","13060",2008,"11",0,17175.1291697485,0,"TENANGO DE DORIA",2859,2430,7013,"pri","prd",2,0,2008-11-01,1,7.09353439681424
"3189","13060",2011,"07",0,17206.1546671954,0,"TENANGO DE DORIA",3618,3290,7824,"pan","pri",3,1,2011-07-01,1,7.06312311654803
"3190","13060",2016,"06",0,17206.8899416427,0,"TENANGO DE DORIA",3103,1860.67,7622,"prd","pna",4,0,2016-06-01,1,6.68735014685612
"3191","13060",2020,"10",0,17207.4779992086,0,"TENANGO DE DORIA",3163,2535,8378,"morena","pna",5,0,2020-10-01,1,0
"3192","13061",2002,"11",0,49541.5110388825,0,"TEPEAPULCO",6050,3653,15283,"pri","pvem",0,0,2002-11-01,1,3.86855293966569
"3193","13061",2005,"11",0,49544.6819804861,0,"TEPEAPULCO",3772,3757,15092,"pri","prd",0,0,2005-11-01,1,3.35522570959836
"3194","13061",2008,"11",0,49547.8543779204,0,"TEPEAPULCO",7792,6116,17695,"pri","prd",0,0,2008-11-01,1,3.03336818630584
"3195","13061",2011,"07",0,51666.3856243169,0,"TEPEAPULCO",9875,6240,19753,"pri","pna",0,0,2011-07-01,1,4.39868793964331
"3196","13061",2016,"06",0,51677.7266756412,0,"TEPEAPULCO",8430,2737,20575,"pri","mc",0,0,2016-06-01,1,5.83835996942809
"3197","13061",2020,"10",0,51686.7970180959,0,"TEPEAPULCO",5287,4674,21503,"morena","indep",1,0,2020-10-01,1,3.17104680064156
"3198","13062",2002,"11",0,25883.8345040818,0,"TEPEHUACAN DE GUERRERO",3795,2330,7864,"pri","pt",0,0,2002-11-01,1,3.70198763813335
"3199","13062",2005,"11",0,25888.6767184365,0,"TEPEHUACAN DE GUERRERO",4413,3811,9112,"pri","prd",0,0,2005-11-01,1,3.28495227557168
"3200","13062",2008,"11",0,25893.5211559301,0,"TEPEHUACAN DE GUERRERO",5306,3790,10521,"pri","prd",0,0,2008-11-01,1,3.12254083992634
"3201","13062",2011,"07",0,29126.0988140818,0,"TEPEHUACAN DE GUERRERO",6630,4070.77,12125,"pri","prd",0,0,2011-07-01,1,3.91754469857108
"3202","13062",2016,"06",0,29131.322481031,0,"TEPEHUACAN DE GUERRERO",7599,2710,12643,"pri","prd",0,0,2016-06-01,1,3.38116753767003
"3203","13062",2020,"10",0,29135.5002637377,0,"TEPEHUACAN DE GUERRERO",6150,6121,13566,"pri","pna",0,0,2020-10-01,1,3.13600090370678
"3204","13063",2002,"11",0,67873.0709599567,0,"TEPEJI DEL RIO DE OCAMPO",9416,6133,18011,"pan","pri",0,1,2002-11-01,1,2.84919920611681
"3205","13063",2005,"11",1,67892.1025784094,17.9328663240897,"TEPEJI DEL RIO DE OCAMPO",6979,6055,20583,"pri","pvem",1,0,2005-11-01,1,2.87374293785187
"3206","13063",2008,"11",1,67911.1429345865,17.9278384575669,"TEPEJI DEL RIO DE OCAMPO",8999,3879,20637,"pri","pan",1,0,2008-11-01,1,3.36293266570935
"3207","13063",2011,"07",0,80617.1732791888,0,"TEPEJI DEL RIO DE OCAMPO",12432,3583.04,21519,"pri","pan",1,0,2011-07-01,1,4.6053099876208
"3208","13063",2016,"06",0,80641.7666002661,0,"TEPEJI DEL RIO DE OCAMPO",9333,5037,26873,"pna","morena",2,0,2016-06-01,1,6.03227167218384
"3209","13063",2020,"10",1,80661.4358388484,14.6070522325633,"TEPEJI DEL RIO DE OCAMPO",6295,5721,27809,"pri","pan",3,0,2020-10-01,1,3.54922638985239
"3210","13064",2002,"11",0,8499.70396144406,0,"TEPETITLAN",1832,1477,3902,"pri","pan",0,0,2002-11-01,1,5.54408306914559
"3211","13064",2005,"11",0,8501.85572511105,0,"TEPETITLAN",1869,1495,4229,"pan","pri",1,1,2005-11-01,1,3.22330410996837
"3212","13064",2008,"11",0,8504.0084766876,0,"TEPETITLAN",2110,1499,4762,"pri","prd",2,0,2008-11-01,1,2.34918774116339
"3213","13064",2011,"07",0,9940.46348082122,0,"TEPETITLAN",1685,1211,5045,"pri","pna",2,0,2011-07-01,1,4.2444034151418
"3214","13064",2016,"06",0,9942.66682849173,0,"TEPETITLAN",2730,1494,5290,"pan","pri",3,1,2016-06-01,1,13.2841651283917
"3215","13064",2020,"10",3,9944.42902119741,355.442973329124,"TEPETITLAN",3086,1273.17,5688,"pan","morena",3,2,2020-10-01,1,0
"3216","13065",2002,"11",0,8937.57248548109,0,"TETEPANGO",1648,1600,4566,"pri","pt",0,0,2002-11-01,1,5.44824708590454
"3217","13065",2005,"11",0,8940.82102189096,0,"TETEPANGO",1738,1224,4610,"pt","pri",1,0,2005-11-01,1,4.69973127263558
"3218","13065",2008,"11",0,8944.07104975652,0,"TETEPANGO",2153,1606,5355,"pri","prd",2,0,2008-11-01,1,3.42522787666661
"3219","13065",2011,"07",0,11112.3416218188,0,"TETEPANGO",2100,1484,5868,"pt","pri",3,0,2011-07-01,1,3.52139330761096
"3220","13065",2016,"06",0,11113.965662349,0,"TETEPANGO",3093,1602,6079,"pt","pes",3,0,2016-06-01,1,2.72177561330629
"3221","13065",2020,"10",0,11115.2645369725,0,"TETEPANGO",2456,1405,6484,"pt","indep",3,0,2020-10-01,1,9.08261184607221
"3222","13066",2002,"11",0,8985.15740983255,0,"VILLA DE TEZONTEPEC",1622,1117,3615,"pri","pan",0,0,2002-11-01,1,0
"3223","13066",2005,"11",0,8989.14458911008,0,"VILLA DE TEZONTEPEC",2577,1102,4287,"pan","pri",1,1,2005-11-01,1,0
"3224","13066",2008,"11",0,8993.13359896621,0,"VILLA DE TEZONTEPEC",1904,1389,4883,"pri","conve",2,0,2008-11-01,1,0
"3225","13066",2011,"07",0,11654.7176141254,0,"VILLA DE TEZONTEPEC",1565,1394,5260,"pna","pt",3,0,2011-07-01,1,4.60660674039606
"3226","13066",2016,"06",0,11658.1290895074,0,"VILLA DE TEZONTEPEC",1878,1007.29,4995,"mc","pri",4,0,2016-06-01,1,5.78167174466915
"3227","13066",2020,"10",0,11660.8575182135,0,"VILLA DE TEZONTEPEC",1350,1171,5428,"pri","mc",5,0,2020-10-01,1,0
"3228","13067",2002,"11",2,38728.9977594729,62.8727863065967,"TEZONTEPEC DE ALDAMA",7877,4958,15772,"prd","pri",0,0,2002-11-01,1,10.0989154215596
"3229","13067",2005,"11",1,38742.8857375926,31.4251242988502,"TEZONTEPEC DE ALDAMA",5273,4431,17730,"prd","pri",0,0,2005-11-01,1,6.9678624837331
"3230","13067",2008,"11",0,38756.7800919081,0,"TEZONTEPEC DE ALDAMA",7884,5109,19563,"pri","prd",1,0,2008-11-01,1,6.30645669509761
"3231","13067",2011,"07",0,48028.7021181551,0,"TEZONTEPEC DE ALDAMA",7014,6794,22004,"pan","prd",2,1,2011-07-01,1,5.33694164983464
"3232","13067",2016,"06",0,48046.3016671323,0,"TEZONTEPEC DE ALDAMA",7552,5851,22883,"mc","pan",3,0,2016-06-01,1,13.7811598262368
"3233","13067",2020,"10",0,48060.3774288679,0,"TEZONTEPEC DE ALDAMA",7620,6071,22929,"pan","prd",4,1,2020-10-01,1,0
"3234","13068",2002,"11",0,13590.5282044144,0,"TIANGUISTENGO",2556,1244,4161,"pri","pan",0,0,2002-11-01,1,0
"3235","13068",2005,"11",0,13591.195221307,0,"TIANGUISTENGO",1672,1116,4880,"pri","pan",0,0,2005-11-01,1,1.0079946332149
"3236","13068",2008,"11",0,13591.8625444378,0,"TIANGUISTENGO",2381,2003,6167,"pri","pna",0,0,2008-11-01,1,0.734640156410859
"3237","13068",2011,"07",0,14037.1577917852,0,"TIANGUISTENGO",3330,3222.83,6880,"pri","pan",0,0,2011-07-01,1,3.4173787090889
"3238","13068",2016,"06",0,14037.9079202618,0,"TIANGUISTENGO",3849,1710,7044,"pes","pri",1,0,2016-06-01,1,3.37437687726848
"3239","13068",2020,"10",0,14038.5078577784,0,"TIANGUISTENGO",4412,1489,7912,"pna","pri",2,0,2020-10-01,1,0
"3240","13069",2002,"11",0,46404.4031880279,0,"TIZAYUCA",5438,5430,11421,"pan","pri",0,1,2002-11-01,1,2.60945352727438
"3241","13069",2005,"11",0,46480.6803748278,0,"TIZAYUCA",6159,4415,17032,"pri","pan",1,0,2005-11-01,1,2.71430823079932
"3242","13069",2008,"11",0,46556.9925817199,0,"TIZAYUCA",10245,5474,20512,"pri","pan",1,0,2008-11-01,1,3.14400767440018
"3243","13069",2011,"07",2,97497.8915110742,24.1692571642493,"TIZAYUCA",15285,5985.91,25167,"pri","pan",1,0,2011-07-01,1,5.01156368551793
"3244","13069",2016,"06",0,97673.2705586324,0,"TIZAYUCA",14571,5082,29720,"pri","pes",1,0,2016-06-01,1,9.20724358924286
"3245","13069",2020,"10",1,97813.5351580289,12.0456315636487,"TIZAYUCA",10469,8586,35301,"morena","pri",2,0,2020-10-01,1,5.07993354438294
"3246","13070",2002,"11",0,13939.8014174518,0,"TLAHUELILPAN",2835,1319,5590,"prd","pri",0,0,2002-11-01,1,3.43763984962029
"3247","13070",2005,"11",0,13944.6018499877,0,"TLAHUELILPAN",2433,1575,5808,"pri","pvem",1,0,2005-11-01,1,1.99862781954668
"3248","13070",2008,"11",0,13949.4044864799,0,"TLAHUELILPAN",2913,2332,6733,"prd","pri",2,0,2008-11-01,1,2.93577475981153
"3249","13070",2011,"07",0,17153.9967441481,0,"TLAHUELILPAN",3318,1789,7239,"pri","pna",3,0,2011-07-01,1,3.12112490527528
"3250","13070",2016,"06",0,17158.7351794755,0,"TLAHUELILPAN",2052,1760,7928,"pt","morena",4,0,2016-06-01,1,4.85301920809159
"3251","13070",2020,"10",0,17162.5248837886,0,"TLAHUELILPAN",1650,1478,7164,"mc","pan",5,0,2020-10-01,1,11.4587994987343
"3252","13071",2002,"11",0,10424.2059208804,0,"TLAHUILTEPA",1967,1676,3643,"pri","prd",0,0,2002-11-01,1,2.26062991595984
"3253","13071",2005,"11",0,10423.2031572298,0,"TLAHUILTEPA",2443,1514,3957,"prd","pri",1,0,2005-11-01,1,3.98707048411532
"3254","13071",2008,"11",0,10422.1999331941,0,"TLAHUILTEPA",2301,2266,4567,"pri","prd",2,0,2008-11-01,1,4.88769510769685
"3255","13071",2011,"07",0,9752.65264976657,0,"TLAHUILTEPA",2144,1686,5133,"pri","pan",2,0,2011-07-01,1,3.94107964694294
"3256","13071",2016,"06",0,9751.00137684945,0,"TLAHUILTEPA",2991,2223,5339,"pna","pri",3,0,2016-06-01,1,4.1015998125709
"3257","13071",2020,"10",0,9749.6807223161,0,"TLAHUILTEPA",1947,1521,5113,"pri","pna",4,0,2020-10-01,1,0
"3258","13072",2002,"11",0,9839.48330113081,0,"TLANALAPA",1650,1409,4251,"pan","pvem",0,1,2002-11-01,1,0
"3259","13072",2005,"11",0,9840.0936141265,0,"TLANALAPA",1784,1439,4426,"pri","prd",1,0,2005-11-01,1,0
"3260","13072",2008,"11",0,9840.70420732679,0,"TLANALAPA",2368,1698,5039,"pri","prd",1,0,2008-11-01,1,1.04845988562889
"3261","13072",2011,"07",0,10248.450461697,0,"TLANALAPA",2385,1493,5304,"pan","pri",2,1,2011-07-01,1,1.99783687739263
"3262","13072",2016,"06",0,10250.591917579,0,"TLANALAPA",1289,1239,5397,"indep","mc",3,0,2016-06-01,1,5.64281343686989
"3263","13072",2020,"10",0,10252.3046104896,0,"TLANALAPA",1188,1020,6199,"mc","pri",4,0,2020-10-01,1,0
"3264","13073",2002,"11",0,32269.8649162727,0,"TLANCHINOL",3479,3103,9290,"pri","prd",0,0,2002-11-01,1,3.67522584914768
"3265","13073",2005,"11",0,32276.0083358406,0,"TLANCHINOL",3551,3541,10837,"pri","pan",0,0,2005-11-01,1,4.2730570258384
"3266","13073",2008,"11",0,32282.154575952,0,"TLANCHINOL",5459,4785,12934,"pan","pri",1,1,2008-11-01,1,4.56104042958945
"3267","13073",2011,"07",0,36382.6978250567,0,"TLANCHINOL",5828,5570,14472,"pan","pri",1,2,2011-07-01,1,4.89588435887016
"3268","13073",2016,"06",0,36386.0152249201,0,"TLANCHINOL",6418,4854.64,16386,"pan","pri",1,3,2016-06-01,1,5.07558603918622
"3269","13073",2020,"10",0,36388.6684139377,0,"TLANCHINOL",6047,5210,17783,"pan","pri",1,4,2020-10-01,1,4.86821914504914
"3270","13074",2002,"11",0,22645.8649162727,0,"TLAXCOAPAN",4174,3256,8148,"pri","prd",0,0,2002-11-01,1,1.04047187118106
"3271","13074",2005,"11",0,22652.0083358406,0,"TLAXCOAPAN",5250,2895,9420,"prd","pri",1,0,2005-11-01,1,0.604925506500618
"3272","13074",2008,"11",0,22658.154575952,0,"TLAXCOAPAN",2945,2831,9496,"pan","pri",2,1,2008-11-01,1,2.95118117405874
"3273","13074",2011,"07",0,26758.9727889596,0,"TLAXCOAPAN",4404,4043,11210,"pt","pri",3,0,2011-07-01,1,3.21115748773283
"3274","13074",2016,"06",1,26763.5973433961,45.4908951281325,"TLAXCOAPAN",4174,1903,12396,"pan","morena",4,1,2016-06-01,1,4.42348358492538
"3275","13074",2020,"10",0,26767.2959680862,0,"TLAXCOAPAN",1675,1588,12049,"pvem","podemos",5,0,2020-10-01,1,0
"3276","13075",2002,"11",0,11319.2581624963,0,"TOLCAYUCA",1417,1011,3340,"pri","pan",0,0,2002-11-01,1,0
"3277","13075",2005,"11",0,11322.1097716278,0,"TOLCAYUCA",1316,1184,4756,"pvem","prd",1,0,2005-11-01,1,0
"3278","13075",2008,"11",0,11324.9626899792,0,"TOLCAYUCA",2408,1396,5771,"pri","conve",2,0,2008-11-01,1,0.881603577222495
"3279","13075",2011,"07",0,13232.235902247,0,"TOLCAYUCA",3144,816,5985,"pri","pna",2,0,2011-07-01,1,4.23121268948054
"3280","13075",2016,"06",0,13252.3730145525,0,"TOLCAYUCA",1616,1289,6677,"pna","pri",3,0,2016-06-01,1,6.8012501974266
"3281","13075",2020,"10",0,13268.4782678873,0,"TOLCAYUCA",2411,1686,7525,"pri","pes",4,0,2020-10-01,1,0
"3282","13076",2002,"11",0,86860.1816626236,0,"TULA DE ALLENDE",15148,11600,32275,"pan","pri",0,1,2002-11-01,1,6.62271256061818
"3283","13076",2005,"11",0,86885.6670798694,0,"TULA DE ALLENDE",15552,7859,27977,"pri","prd",1,0,2005-11-01,1,5.60027877110719
"3284","13076",2008,"11",0,86911.1641978832,0,"TULA DE ALLENDE",12341,8991,28818,"pri","prd",1,0,2008-11-01,1,6.33164507087279
"3285","13076",2011,"07",2,103924.826318458,22.6745783118494,"TULA DE ALLENDE",15333,10102,33433,"pri","prd",1,0,2011-07-01,1,8.77600462193375
"3286","13076",2016,"06",0,103952.524131647,0,"TULA DE ALLENDE",9755.19,8776,35561,"pri","prd",1,0,2016-06-01,1,14.4263657291185
"3287","13076",2020,"10",2,103974.676279951,22.6637071372888,"TULA DE ALLENDE",7998,7487,34549,"morena","pri",2,0,2020-10-01,1,9.16410899898412
"3288","13077",2002,"11",0,122308.634611599,0,"TULANCINGO DE BRAVO",10499,8974,31340,"pri","pt",0,0,2002-11-01,1,4.09151579923483
"3289","13077",2005,"11",1,122352.371222611,9.95076750727496,"TULANCINGO DE BRAVO",20766,12216,38209,"prd","pri",1,0,2005-11-01,1,3.96925493565506
"3290","13077",2008,"11",3,122396.12791381,29.8416303052663,"TULANCINGO DE BRAVO",17453,16752,48979,"pri","prd",2,0,2008-11-01,1,5.25626023609554
"3291","13077",2011,"07",0,151592.741039982,0,"TULANCINGO DE BRAVO",17338,16090,56409,"pan","pna",3,1,2011-07-01,1,6.98568304550106
"3292","13077",2016,"06",1,151634.295186779,8.02918626357127,"TULANCINGO DE BRAVO",17460.77,11604,55833,"pri","mc",4,0,2016-06-01,1,7.99038191970382
"3293","13077",2020,"10",1,151667.529349212,7.76847761354883,"TULANCINGO DE BRAVO",15500,13627.55,46803,"pri","morena",4,0,2020-10-01,1,2.56885827713509
"3294","13078",2002,"11",0,16979.4696805951,0,"XOCHIATIPAN",2022,1783,6416,"pri","pan",0,0,2002-11-01,1,1.38782403527967
"3295","13078",2005,"11",0,16982.5883949252,0,"XOCHIATIPAN",2992,2428,7542,"pan","prd",1,1,2005-11-01,1,1.61350194857535
"3296","13078",2008,"11",0,16985.7085411075,0,"XOCHIATIPAN",2998,2596,8439,"prd","pri",2,0,2008-11-01,1,1.17594209811424
"3297","13078",2011,"07",1,19066.5797426711,61.7953415008533,"XOCHIATIPAN",3317,3025,9061,"pri","pan",3,0,2011-07-01,1,1.13308762191149
"3298","13078",2016,"06",0,19064.5818757384,0,"XOCHIATIPAN",3069,2763.54,10019,"pan","pri",4,1,2016-06-01,1,1.41553515805781
"3299","13078",2020,"10",0,19062.9840223525,0,"XOCHIATIPAN",3780,2298,10324,"pan","prd",4,2,2020-10-01,1,4.6260801175989
"3300","13079",2002,"11",0,7518.76484859406,0,"XOCHICOATLAN",1177,908,3145,"pri","pt",0,0,2002-11-01,1,3.23852121078439
"3301","13079",2005,"11",0,7518.46789923918,0,"XOCHICOATLAN",928,720,3452,"pvem","pri",1,0,2005-11-01,1,3.7051288180153
"3302","13079",2008,"11",0,7518.17081355005,0,"XOCHICOATLAN",1476,1251,3902,"pri","pna",2,0,2008-11-01,1,2.70034812160437
"3303","13079",2011,"07",0,7319.84116668486,0,"XOCHICOATLAN",1657,1653,4157,"pri","pt",4,0,2011-07-01,1,2.52889744721679
"3304","13079",2012,"03",0,7319.68998436545,0,"XOCHICOATLAN",1913,1566,4738,"pt","pri",3,0,2012-03-01,1,2.74000065797199
"3305","13079",2016,"06",0,7319.08608686519,0,"XOCHICOATLAN",1768,1032,4655,"pt","pes",5,0,2016-06-01,1,2.11781710244997
"3306","13079",2020,"10",0,7318.48218936493,0,"XOCHICOATLAN",1978,1299,4769,"pt","pri",5,0,2020-10-01,1,10.7950707026146
"3307","13080",2002,"11",0,20730.4031962267,0,"YAHUALICA",2004,1801,7901,"pri","prd",0,0,2002-11-01,1,1.13663432665327
"3308","13080",2005,"11",0,20734.7007547294,0,"YAHUALICA",2631,2292,9282,"pan","prd",1,1,2005-11-01,1,0.660833910844924
"3309","13080",2008,"11",0,20739.0002863109,0,"YAHUALICA",3311,2888,10441,"pri","prd",2,0,2008-11-01,1,1.881572793017
"3310","13080",2011,"07",0,23607.5556562205,0,"YAHUALICA",6341,5259,11842,"prd","pri",3,0,2011-07-01,1,2.67353997536305
"3311","13080",2016,"06",0,23610.1971977536,0,"YAHUALICA",3911,3704,12704,"pes","pri",4,0,2016-06-01,1,2.72016831646801
"3312","13080",2020,"10",0,23612.3098490086,0,"YAHUALICA",7146,3175,13009,"pri","pes",5,0,2020-10-01,1,0
"3313","13081",2002,"11",0,24941.8672168351,0,"ZACUALTIPAN DE ANGELES",5460,3115,8741,"pan","pri",0,1,2002-11-01,1,2.96674880728876
"3314","13081",2005,"11",0,24953.0647442672,0,"ZACUALTIPAN DE ANGELES",3730,3223,9450,"pan","pri",0,2,2005-11-01,1,2.85911810096108
"3315","13081",2008,"11",0,24964.2674126656,0,"ZACUALTIPAN DE ANGELES",5159,3466,10977,"pri","pan",1,0,2008-11-01,1,4.4226563546154
"3316","13081",2011,"07",1,32439.9777340851,36.3201792587433,"ZACUALTIPAN DE ANGELES",6312,2878,11904,"pri","pna",1,0,2011-07-01,1,5.6494777642747
"3317","13081",2016,"06",1,32454.1336239503,37.5144816406844,"ZACUALTIPAN DE ANGELES",5556,3336,14955,"mc","pri",2,0,2016-06-01,1,6.11567701042888
"3318","13081",2020,"10",0,32465.4552170863,0,"ZACUALTIPAN DE ANGELES",5352,2197,15122,"pri","indep",3,0,2020-10-01,1,3.14925849030886
"3319","13082",2002,"11",0,14891.7198825422,0,"ZAPOTLAN DE JUAREZ",2345,1663,5418,"pri","pt",0,0,2002-11-01,1,0
"3320","13082",2005,"11",0,14896.417352739,0,"ZAPOTLAN DE JUAREZ",3926,1561,6771,"pan","pri",1,1,2005-11-01,1,0
"3321","13082",2008,"11",0,14901.1169796204,0,"ZAPOTLAN DE JUAREZ",2887,2176,7096,"pri","pt",2,0,2008-11-01,1,1.72008906768771
"3322","13082",2011,"07",0,18037.7742462448,0,"ZAPOTLAN DE JUAREZ",3384,2887,7957,"pri","pan",2,0,2011-07-01,1,2.67428980012052
"3323","13082",2016,"06",1,18046.2088591813,67.4656937365866,"ZAPOTLAN DE JUAREZ",3388,3048,8577,"prd","pri",3,0,2016-06-01,1,3.5207704858245
"3324","13082",2020,"10",0,18052.9546912579,0,"ZAPOTLAN DE JUAREZ",2507,1726,9292,"mc","pan",4,0,2020-10-01,1,0
"3325","13083",2002,"11",0,24533.2842191694,0,"ZEMPOALA",4169,2590,7585,"pri","prd",0,0,2002-11-01,1,1.92045443575546
"3326","13083",2005,"11",0,24555.1107428567,0,"ZEMPOALA",4125,1847,8683,"pri","pt",0,0,2005-11-01,1,1.67431889071194
"3327","13083",2008,"11",0,24576.9472874546,0,"ZEMPOALA",4902,3553,10684,"pri","prd",0,0,2008-11-01,1,3.31638550049344
"3328","13083",2011,"07",0,39152.7711130882,0,"ZEMPOALA",7059,3557,12815,"pri","pna",0,0,2011-07-01,1,4.46050451491975
"3329","13083",2016,"06",0,39199.2221381914,0,"ZEMPOALA",7732,6074,17272,"pri","pna",0,0,2016-06-01,1,7.31429510963091
"3330","13083",2020,"10",1,39236.3727244124,30.0289176761372,"ZEMPOALA",7713,3996,18872,"pri","morena",0,0,2020-10-01,1,3.20170697062235
"3331","13084",2002,"11",0,37436.2773802504,0,"ZIMAPAN",5613,3877,10787,"pan","pri",0,1,2002-11-01,1,4.51106936982137
"3332","13084",2005,"11",0,37437.8904568967,0,"ZIMAPAN",5420,4448,11997,"pri","pan",1,0,2005-11-01,1,4.4889823720266
"3333","13084",2008,"11",0,37439.5042741327,0,"ZIMAPAN",0,0,0,NA,NA,2,0,2008-11-01,1,4.45288451881583
"3334","13084",2009,"07",1,37440.0412257585,31.4696717171615,"ZIMAPAN",7095,7068,14979,"prd","pri",2,0,2009-07-01,1,5.3618959017583
"3335","13084",2011,"07",0,38516.7347993694,0,"ZIMAPAN",8305,5903.5,16439,"pri","prd",2,0,2011-07-01,1,4.63500042065887
"3336","13084",2016,"06",0,38520.2279719122,0,"ZIMAPAN",8942,5588,16318,"pan","pri",3,1,2016-06-01,1,5.63141992615962
"3337","13084",2020,"10",0,38523.0217403478,0,"ZIMAPAN",3962.98,3449,14627,"pan","pri",3,2,2020-10-01,1,7.02439167606946
"3338","14001",2003,"07",0,19285.2305267569,0,"ACATIC",2599,2182,6334,"pri","pan",0,0,2003-07-01,1,1.0533572836521
"3339","14001",2006,"07",0,19288.10153459,0,"ACATIC",3855,1654,7535,"pan","pri",1,1,2006-07-01,1,2.62101780828642
"3340","14001",2009,"07",0,19290.9725424231,0,"ACATIC",2337,2270,7904,"pan","pvem",1,2,2009-07-01,1,3.67898379122585
"3341","14001",2012,"07",3,21208.0013796211,166.667162835596,"ACATIC",3554.36,2292,9113,"pri","pan",2,0,2012-07-01,1,3.95594676743962
"3342","14001",2015,"06",1,21210.9239900837,57.3996682355372,"ACATIC",3769,1839.5,8794,"pan","pvem",3,1,2015-06-01,1,7.37429078812862
"3343","14001",2018,"07",0,21213.8479429804,0,"ACATIC",3640.12,2151,8615,"pan","pvem",3,2,2018-07-01,1,7.69913796559561
"3344","14002",2003,"07",0,20241.0455992227,0,"ACATLAN DE JUAREZ",2975,2747,7473,"pri","pt",0,0,2003-07-01,1,6.22936086134726
"3345","14002",2006,"07",1,20245.5296837021,58.1968377641459,"ACATLAN DE JUAREZ",4113,2653,8616,"prd","pri",1,0,2006-07-01,1,4.48330614804221
"3346","14002",2009,"07",0,20250.0137681815,0,"ACATLAN DE JUAREZ",2128,2021.28,9736,"pan","pri",2,1,2009-07-01,1,6.93157489527979
"3347","14002",2012,"07",0,23243.0420374092,0,"ACATLAN DE JUAREZ",3309,3254.76,10732,"pan","pri",2,2,2012-07-01,1,10.1885771412356
"3348","14002",2015,"06",0,23246.0240203545,0,"ACATLAN DE JUAREZ",3620,2727,10710,"mc","pri",3,0,2015-06-01,1,13.4693664022627
"3349","14002",2018,"07",0,23249.0073730054,0,"ACATLAN DE JUAREZ",2249,1697,9802,"mc","prd",3,0,2018-07-01,1,17.9662163208679
"3350","14003",2003,"07",0,20120.6797924657,0,"AHUALULCO DE MERCADO",3007,2851,8375,"pvem","pri",1,0,2003-07-01,1,6.1588059031185
"3351","14003",2006,"07",0,20123.061356136,0,"AHUALULCO DE MERCADO",2938,2767,9629,"pvem","pan",1,0,2006-07-01,1,5.06656891183027
"3352","14003",2009,"07",0,20125.4429198062,0,"AHUALULCO DE MERCADO",3539,2771,11280,"prd","pan",2,0,2009-07-01,1,7.21570734478735
"3353","14003",2012,"07",0,21715.9475080518,0,"AHUALULCO DE MERCADO",4401.99,2605,12207,"pri","pan",3,0,2012-07-01,1,11.0665904030468
